"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.31606250000E+007, -6.56685636922E-001, +0.00000000000E+000
+5.32225000000E+007, -6.47672032315E-001, +0.00000000000E+000
+5.32843750000E+007, -6.42963984034E-001, +0.00000000000E+000
+5.33462500000E+007, -6.37910835854E-001, +0.00000000000E+000
+5.34081250000E+007, -6.31821985978E-001, +0.00000000000E+000
+5.34700000000E+007, -6.22810005855E-001, +0.00000000000E+000
+5.35318750000E+007, -6.16456253891E-001, +0.00000000000E+000
+5.35937500000E+007, -6.10266163001E-001, +0.00000000000E+000
+5.36556250000E+007, -6.08533458370E-001, +0.00000000000E+000
+5.37175000000E+007, -6.01195951508E-001, +0.00000000000E+000
+5.37793750000E+007, -5.95049008130E-001, +0.00000000000E+000
+5.38412500000E+007, -5.88070029676E-001, +0.00000000000E+000
+5.39031250000E+007, -5.82514409981E-001, +0.00000000000E+000
+5.39650000000E+007, -5.78488222659E-001, +0.00000000000E+000
+5.40268750000E+007, -5.74608459045E-001, +0.00000000000E+000
+5.40887500000E+007, -5.67873624784E-001, +0.00000000000E+000
+5.41506250000E+007, -5.62866982389E-001, +0.00000000000E+000
+5.42125000000E+007, -5.56371360885E-001, +0.00000000000E+000
+5.42743750000E+007, -5.54464059112E-001, +0.00000000000E+000
+5.43362500000E+007, -5.52436462722E-001, +0.00000000000E+000
+5.43981250000E+007, -5.45752046139E-001, +0.00000000000E+000
+5.44600000000E+007, -5.40902914512E-001, +0.00000000000E+000
+5.45218750000E+007, -5.33721480214E-001, +0.00000000000E+000
+5.45837500000E+007, -5.32740634509E-001, +0.00000000000E+000
+5.46456250000E+007, -5.29932764195E-001, +0.00000000000E+000
+5.47075000000E+007, -5.25471445543E-001, +0.00000000000E+000
+5.47693750000E+007, -5.20926773562E-001, +0.00000000000E+000
+5.48312500000E+007, -5.15113421740E-001, +0.00000000000E+000
+5.48931250000E+007, -5.11892933444E-001, +0.00000000000E+000
+5.49550000000E+007, -5.12570122309E-001, +0.00000000000E+000
+5.50168750000E+007, -5.08019955245E-001, +0.00000000000E+000
+5.50787500000E+007, -5.04371013403E-001, +0.00000000000E+000
+5.51406250000E+007, -5.01313293681E-001, +0.00000000000E+000
+5.52025000000E+007, -4.96183738489E-001, +0.00000000000E+000
+5.52643750000E+007, -4.95032216885E-001, +0.00000000000E+000
+5.53262500000E+007, -4.95218146439E-001, +0.00000000000E+000
+5.53881250000E+007, -4.90366692617E-001, +0.00000000000E+000
+5.54500000000E+007, -4.88810403731E-001, +0.00000000000E+000
+5.55118750000E+007, -4.85664620438E-001, +0.00000000000E+000
+5.55737500000E+007, -4.86046162557E-001, +0.00000000000E+000
+5.56356250000E+007, -4.84701379802E-001, +0.00000000000E+000
+5.56975000000E+007, -4.82319940631E-001, +0.00000000000E+000
+5.57593750000E+007, -4.78698431996E-001, +0.00000000000E+000
+5.58212500000E+007, -4.76703495103E-001, +0.00000000000E+000
+5.58831250000E+007, -4.75912991913E-001, +0.00000000000E+000
+5.59450000000E+007, -4.75555307391E-001, +0.00000000000E+000
+5.60068750000E+007, -4.72737514157E-001, +0.00000000000E+000
+5.60687500000E+007, -4.70142036691E-001, +0.00000000000E+000
+5.61306250000E+007, -4.67887088895E-001, +0.00000000000E+000
+5.61925000000E+007, -4.63874218291E-001, +0.00000000000E+000
+5.62543750000E+007, -4.63024696434E-001, +0.00000000000E+000
+5.63162500000E+007, -4.59663689143E-001, +0.00000000000E+000
+5.63781250000E+007, -4.57062846870E-001, +0.00000000000E+000
+5.64400000000E+007, -4.51326441047E-001, +0.00000000000E+000
+5.65018750000E+007, -4.48071429285E-001, +0.00000000000E+000
+5.65637500000E+007, -4.45280403388E-001, +0.00000000000E+000
+5.66256250000E+007, -4.43179524032E-001, +0.00000000000E+000
+5.66875000000E+007, -4.36770786499E-001, +0.00000000000E+000
+5.67493750000E+007, -4.32086616460E-001, +0.00000000000E+000
+5.68112500000E+007, -4.26920495945E-001, +0.00000000000E+000
+5.68731250000E+007, -4.24764235235E-001, +0.00000000000E+000
+5.69350000000E+007, -4.22651785310E-001, +0.00000000000E+000
+5.69968750000E+007, -4.16250204171E-001, +0.00000000000E+000
+5.70587500000E+007, -4.12813375930E-001, +0.00000000000E+000
+5.71206250000E+007, -4.07689033504E-001, +0.00000000000E+000
+5.71825000000E+007, -4.03418186890E-001, +0.00000000000E+000
+5.72443750000E+007, -4.01087842281E-001, +0.00000000000E+000
+5.73062500000E+007, -3.96890157030E-001, +0.00000000000E+000
+5.73681250000E+007, -3.92508749757E-001, +0.00000000000E+000
+5.74300000000E+007, -3.87711209142E-001, +0.00000000000E+000
+5.74918750000E+007, -3.84457257397E-001, +0.00000000000E+000
+5.75537500000E+007, -3.82005723665E-001, +0.00000000000E+000
+5.76156250000E+007, -3.78788159730E-001, +0.00000000000E+000
+5.76775000000E+007, -3.75694795069E-001, +0.00000000000E+000
+5.77393750000E+007, -3.70795288616E-001, +0.00000000000E+000
+5.78012500000E+007, -3.67130438483E-001, +0.00000000000E+000
+5.78631250000E+007, -3.64789508325E-001, +0.00000000000E+000
+5.79250000000E+007, -3.63245240178E-001, +0.00000000000E+000
+5.79868750000E+007, -3.59951920197E-001, +0.00000000000E+000
+5.80487500000E+007, -3.55552390662E-001, +0.00000000000E+000
+5.81106250000E+007, -3.50943379077E-001, +0.00000000000E+000
+5.81725000000E+007, -3.50612883010E-001, +0.00000000000E+000
+5.82343750000E+007, -3.50295257034E-001, +0.00000000000E+000
+5.82962500000E+007, -3.45444356396E-001, +0.00000000000E+000
+5.83581250000E+007, -3.43072405327E-001, +0.00000000000E+000
+5.84200000000E+007, -3.38411970334E-001, +0.00000000000E+000
+5.84818750000E+007, -3.35159985426E-001, +0.00000000000E+000
+5.85437500000E+007, -3.36488913828E-001, +0.00000000000E+000
+5.86056250000E+007, -3.33249475835E-001, +0.00000000000E+000
+5.86675000000E+007, -3.29778676076E-001, +0.00000000000E+000
+5.87293750000E+007, -3.26153876637E-001, +0.00000000000E+000
+5.87912500000E+007, -3.21822183566E-001, +0.00000000000E+000
+5.88531250000E+007, -3.22239915943E-001, +0.00000000000E+000
+5.89150000000E+007, -3.20078853280E-001, +0.00000000000E+000
+5.89768750000E+007, -3.15885190858E-001, +0.00000000000E+000
+5.90387500000E+007, -3.12474409200E-001, +0.00000000000E+000
+5.91006250000E+007, -3.08154710451E-001, +0.00000000000E+000
+5.91625000000E+007, -3.08073973065E-001, +0.00000000000E+000
+5.92243750000E+007, -3.06754122560E-001, +0.00000000000E+000
+5.92862500000E+007, -3.02869010405E-001, +0.00000000000E+000
+5.93481250000E+007, -2.99234941226E-001, +0.00000000000E+000
+5.94100000000E+007, -2.96078644915E-001, +0.00000000000E+000
+5.94718750000E+007, -2.95538838817E-001, +0.00000000000E+000
+5.95337500000E+007, -2.94864673863E-001, +0.00000000000E+000
+5.95956250000E+007, -2.93117925090E-001, +0.00000000000E+000
+5.96575000000E+007, -2.89912261317E-001, +0.00000000000E+000
+5.97193750000E+007, -2.87578747401E-001, +0.00000000000E+000
+5.97812500000E+007, -2.85002601986E-001, +0.00000000000E+000
+5.98431250000E+007, -2.85812742481E-001, +0.00000000000E+000
+5.99050000000E+007, -2.84591320721E-001, +0.00000000000E+000
+5.99668750000E+007, -2.81125761345E-001, +0.00000000000E+000
+6.00287500000E+007, -2.77897894606E-001, +0.00000000000E+000
+6.00906250000E+007, -2.75756123354E-001, +0.00000000000E+000
+6.01525000000E+007, -2.75782857591E-001, +0.00000000000E+000
+6.02143750000E+007, -2.74896483248E-001, +0.00000000000E+000
+6.02762500000E+007, -2.73567669155E-001, +0.00000000000E+000
+6.03381250000E+007, -2.69460846717E-001, +0.00000000000E+000
+6.04000000000E+007, -2.66520299121E-001, +0.00000000000E+000
+6.04618750000E+007, -2.67877581149E-001, +0.00000000000E+000
+6.05237500000E+007, -2.66035686028E-001, +0.00000000000E+000
+6.05856250000E+007, -2.64104945340E-001, +0.00000000000E+000
+6.06475000000E+007, -2.61340652335E-001, +0.00000000000E+000
+6.07093750000E+007, -2.57628029037E-001, +0.00000000000E+000
+6.07712500000E+007, -2.58813730057E-001, +0.00000000000E+000
+6.08331250000E+007, -2.57492192033E-001, +0.00000000000E+000
+6.08950000000E+007, -2.56245772414E-001, +0.00000000000E+000
+6.09568750000E+007, -2.53636506821E-001, +0.00000000000E+000
+6.10187500000E+007, -2.50029568100E-001, +0.00000000000E+000
+6.10806250000E+007, -2.48089577374E-001, +0.00000000000E+000
+6.11425000000E+007, -2.49886276164E-001, +0.00000000000E+000
+6.12043750000E+007, -2.49245147549E-001, +0.00000000000E+000
+6.12662500000E+007, -2.45542733130E-001, +0.00000000000E+000
+6.13281250000E+007, -2.43514697077E-001, +0.00000000000E+000
+6.13900000000E+007, -2.39898796706E-001, +0.00000000000E+000
+6.14518750000E+007, -2.43388778735E-001, +0.00000000000E+000
+6.15137500000E+007, -2.41804574114E-001, +0.00000000000E+000
+6.15756250000E+007, -2.39711339293E-001, +0.00000000000E+000
+6.16375000000E+007, -2.36148171172E-001, +0.00000000000E+000
+6.16993750000E+007, -2.34338244821E-001, +0.00000000000E+000
+6.17612500000E+007, -2.34131245948E-001, +0.00000000000E+000
+6.18231250000E+007, -2.35508619105E-001, +0.00000000000E+000
+6.18850000000E+007, -2.31780807179E-001, +0.00000000000E+000
+6.19468750000E+007, -2.30394991672E-001, +0.00000000000E+000
+6.20087500000E+007, -2.27284378874E-001, +0.00000000000E+000
+6.20706250000E+007, -2.28284628099E-001, +0.00000000000E+000
+6.21325000000E+007, -2.28670266100E-001, +0.00000000000E+000
+6.21943750000E+007, -2.26146417731E-001, +0.00000000000E+000
+6.22562500000E+007, -2.25336894021E-001, +0.00000000000E+000
+6.23181250000E+007, -2.23230493266E-001, +0.00000000000E+000
+6.23800000000E+007, -2.21745667629E-001, +0.00000000000E+000
+6.24418750000E+007, -2.22911984500E-001, +0.00000000000E+000
+6.25037500000E+007, -2.20607649982E-001, +0.00000000000E+000
+6.25656250000E+007, -2.18689021596E-001, +0.00000000000E+000
+6.26275000000E+007, -2.15647925198E-001, +0.00000000000E+000
+6.26893750000E+007, -2.14256761065E-001, +0.00000000000E+000
+6.27512500000E+007, -2.16356625747E-001, +0.00000000000E+000
+6.28131250000E+007, -2.15217540925E-001, +0.00000000000E+000
+6.28750000000E+007, -2.13238717876E-001, +0.00000000000E+000
+6.29368750000E+007, -2.12496837285E-001, +0.00000000000E+000
+6.29987500000E+007, -2.09465847033E-001, +0.00000000000E+000
+6.30606250000E+007, -2.10108186219E-001, +0.00000000000E+000
+6.31225000000E+007, -2.09752910212E-001, +0.00000000000E+000
+6.31843750000E+007, -2.08514478419E-001, +0.00000000000E+000
+6.32462500000E+007, -2.06634300477E-001, +0.00000000000E+000
+6.33081250000E+007, -2.03963832871E-001, +0.00000000000E+000
+6.33700000000E+007, -2.02753479718E-001, +0.00000000000E+000
+6.34318750000E+007, -2.04314833488E-001, +0.00000000000E+000
+6.34937500000E+007, -2.02158301916E-001, +0.00000000000E+000
+6.35556250000E+007, -1.99469820443E-001, +0.00000000000E+000
+6.36175000000E+007, -1.98909296801E-001, +0.00000000000E+000
+6.36793750000E+007, -1.97183717635E-001, +0.00000000000E+000
+6.37412500000E+007, -1.98840459972E-001, +0.00000000000E+000
+6.38031250000E+007, -1.97178377000E-001, +0.00000000000E+000
+6.38650000000E+007, -1.94251386794E-001, +0.00000000000E+000
+6.39268750000E+007, -1.93107593293E-001, +0.00000000000E+000
+6.39887500000E+007, -1.90703550631E-001, +0.00000000000E+000
+6.40506250000E+007, -1.91964098649E-001, +0.00000000000E+000
+6.41125000000E+007, -1.90830958837E-001, +0.00000000000E+000
+6.41743750000E+007, -1.88754369309E-001, +0.00000000000E+000
+6.42362500000E+007, -1.87589783954E-001, +0.00000000000E+000
+6.42981250000E+007, -1.86031671528E-001, +0.00000000000E+000
+6.43600000000E+007, -1.86641566335E-001, +0.00000000000E+000
+6.44218750000E+007, -1.88267901253E-001, +0.00000000000E+000
+6.44837500000E+007, -1.85971303386E-001, +0.00000000000E+000
+6.45456250000E+007, -1.83769500982E-001, +0.00000000000E+000
+6.46075000000E+007, -1.83246721421E-001, +0.00000000000E+000
+6.46693750000E+007, -1.81793660492E-001, +0.00000000000E+000
+6.47312500000E+007, -1.83820025821E-001, +0.00000000000E+000
+6.47931250000E+007, -1.82592395630E-001, +0.00000000000E+000
+6.48550000000E+007, -1.80576970181E-001, +0.00000000000E+000
+6.49168750000E+007, -1.79322525469E-001, +0.00000000000E+000
+6.49787500000E+007, -1.77288187613E-001, +0.00000000000E+000
+6.50406250000E+007, -1.79410629373E-001, +0.00000000000E+000
+6.51025000000E+007, -1.79719732644E-001, +0.00000000000E+000
+6.51643750000E+007, -1.76295031569E-001, +0.00000000000E+000
+6.52262500000E+007, -1.76173178989E-001, +0.00000000000E+000
+6.52881250000E+007, -1.74330721272E-001, +0.00000000000E+000
+6.53500000000E+007, -1.75780833348E-001, +0.00000000000E+000
+6.54118750000E+007, -1.76500547412E-001, +0.00000000000E+000
+6.54737500000E+007, -1.74697125225E-001, +0.00000000000E+000
+6.55356250000E+007, -1.72264929198E-001, +0.00000000000E+000
+6.55975000000E+007, -1.70318397775E-001, +0.00000000000E+000
+6.56593750000E+007, -1.70628394720E-001, +0.00000000000E+000
+6.57212500000E+007, -1.72149627193E-001, +0.00000000000E+000
+6.57831250000E+007, -1.72169352092E-001, +0.00000000000E+000
+6.58450000000E+007, -1.70848571372E-001, +0.00000000000E+000
+6.59068750000E+007, -1.68744681178E-001, +0.00000000000E+000
+6.59687500000E+007, -1.67937276246E-001, +0.00000000000E+000
+6.60306250000E+007, -1.70773456709E-001, +0.00000000000E+000
+6.60925000000E+007, -1.69491537401E-001, +0.00000000000E+000
+6.61543750000E+007, -1.67226094978E-001, +0.00000000000E+000
+6.62162500000E+007, -1.65198288866E-001, +0.00000000000E+000
+6.62781250000E+007, -1.63762576508E-001, +0.00000000000E+000
+6.63400000000E+007, -1.65601300663E-001, +0.00000000000E+000
+6.64018750000E+007, -1.65884588873E-001, +0.00000000000E+000
+6.64637500000E+007, -1.63740166476E-001, +0.00000000000E+000
+6.65256250000E+007, -1.62702826756E-001, +0.00000000000E+000
+6.65875000000E+007, -1.60624176881E-001, +0.00000000000E+000
+6.66493750000E+007, -1.62141505769E-001, +0.00000000000E+000
+6.67112500000E+007, -1.62779343350E-001, +0.00000000000E+000
+6.67731250000E+007, -1.61022549457E-001, +0.00000000000E+000
+6.68350000000E+007, -1.60050610045E-001, +0.00000000000E+000
+6.68968750000E+007, -1.57098169137E-001, +0.00000000000E+000
+6.69587500000E+007, -1.56361437492E-001, +0.00000000000E+000
+6.70206250000E+007, -1.58733923873E-001, +0.00000000000E+000
+6.70825000000E+007, -1.54882176709E-001, +0.00000000000E+000
+6.71443750000E+007, -1.54516800363E-001, +0.00000000000E+000
+6.72062500000E+007, -1.54019896105E-001, +0.00000000000E+000
+6.72681250000E+007, -1.52568311089E-001, +0.00000000000E+000
+6.73300000000E+007, -1.53234463370E-001, +0.00000000000E+000
+6.73918750000E+007, -1.53610273754E-001, +0.00000000000E+000
+6.74537500000E+007, -1.51885558581E-001, +0.00000000000E+000
+6.75156250000E+007, -1.50055349532E-001, +0.00000000000E+000
+6.75775000000E+007, -1.48116131252E-001, +0.00000000000E+000
+6.76393750000E+007, -1.49637785724E-001, +0.00000000000E+000
+6.77012500000E+007, -1.49724461809E-001, +0.00000000000E+000
+6.77631250000E+007, -1.47712544272E-001, +0.00000000000E+000
+6.78250000000E+007, -1.45797665618E-001, +0.00000000000E+000
+6.78868750000E+007, -1.45054329596E-001, +0.00000000000E+000
+6.79487500000E+007, -1.44697398770E-001, +0.00000000000E+000
+6.80106250000E+007, -1.46783830928E-001, +0.00000000000E+000
+6.80725000000E+007, -1.45650761322E-001, +0.00000000000E+000
+6.81343750000E+007, -1.43940774041E-001, +0.00000000000E+000
+6.81962500000E+007, -1.43720567013E-001, +0.00000000000E+000
+6.82581250000E+007, -1.42175009947E-001, +0.00000000000E+000
+6.83200000000E+007, -1.44091300850E-001, +0.00000000000E+000
+6.83818750000E+007, -1.43459004200E-001, +0.00000000000E+000
+6.84437500000E+007, -1.41811181080E-001, +0.00000000000E+000
+6.85056250000E+007, -1.40208915842E-001, +0.00000000000E+000
+6.85675000000E+007, -1.39172630368E-001, +0.00000000000E+000
+6.86293750000E+007, -1.39480580833E-001, +0.00000000000E+000
+6.86912500000E+007, -1.41323801131E-001, +0.00000000000E+000
+6.87531250000E+007, -1.38541912604E-001, +0.00000000000E+000
+6.88150000000E+007, -1.39558433512E-001, +0.00000000000E+000
+6.88768750000E+007, -1.37152776265E-001, +0.00000000000E+000
+6.89387500000E+007, -1.37796219268E-001, +0.00000000000E+000
+6.90006250000E+007, -1.38935887117E-001, +0.00000000000E+000
+6.90625000000E+007, -1.38358085098E-001, +0.00000000000E+000
+6.91243750000E+007, -1.37051315019E-001, +0.00000000000E+000
+6.91862500000E+007, -1.35635041372E-001, +0.00000000000E+000
+6.92481250000E+007, -1.34317033027E-001, +0.00000000000E+000
+6.93100000000E+007, -1.38276067463E-001, +0.00000000000E+000
+6.93718750000E+007, -1.37275996326E-001, +0.00000000000E+000
+6.94337500000E+007, -1.34640581941E-001, +0.00000000000E+000
+6.94956250000E+007, -1.32367791546E-001, +0.00000000000E+000
+6.95575000000E+007, -1.33283620293E-001, +0.00000000000E+000
+6.96193750000E+007, -1.35107893281E-001, +0.00000000000E+000
+6.96812500000E+007, -1.33526317980E-001, +0.00000000000E+000
+6.97431250000E+007, -1.32915483216E-001, +0.00000000000E+000
+6.98050000000E+007, -1.31588711266E-001, +0.00000000000E+000
+6.98668750000E+007, -1.30602409209E-001, +0.00000000000E+000
+6.99287500000E+007, -1.32566128632E-001, +0.00000000000E+000
+6.99906250000E+007, -1.32937979969E-001, +0.00000000000E+000
+7.00525000000E+007, -1.30223463999E-001, +0.00000000000E+000
+7.01143750000E+007, -1.30741918738E-001, +0.00000000000E+000
+7.01762500000E+007, -1.29024874865E-001, +0.00000000000E+000
+7.02381250000E+007, -1.29258543598E-001, +0.00000000000E+000
+7.03000000000E+007, -1.31004133900E-001, +0.00000000000E+000
+7.03618750000E+007, -1.29776789419E-001, +0.00000000000E+000
+7.04237500000E+007, -1.27999727998E-001, +0.00000000000E+000
+7.04856250000E+007, -1.26807553588E-001, +0.00000000000E+000
+7.05475000000E+007, -1.25664607286E-001, +0.00000000000E+000
+7.06093750000E+007, -1.28543647092E-001, +0.00000000000E+000
+7.06712500000E+007, -1.28217106153E-001, +0.00000000000E+000
+7.07331250000E+007, -1.25606243337E-001, +0.00000000000E+000
+7.07950000000E+007, -1.26347861315E-001, +0.00000000000E+000
+7.08568750000E+007, -1.23165062876E-001, +0.00000000000E+000
+7.09187500000E+007, -1.25949494478E-001, +0.00000000000E+000
+7.09806250000E+007, -1.24872059493E-001, +0.00000000000E+000
+7.10425000000E+007, -1.23797919210E-001, +0.00000000000E+000
+7.11043750000E+007, -1.21978729641E-001, +0.00000000000E+000
+7.11662500000E+007, -1.20827872222E-001, +0.00000000000E+000
+7.12281250000E+007, -1.21860764512E-001, +0.00000000000E+000
+7.12900000000E+007, -1.22107524056E-001, +0.00000000000E+000
+7.13518750000E+007, -1.21694914963E-001, +0.00000000000E+000
+7.14137500000E+007, -1.18995507804E-001, +0.00000000000E+000
+7.14756250000E+007, -1.18209624437E-001, +0.00000000000E+000
+7.15375000000E+007, -1.20220273336E-001, +0.00000000000E+000
+7.15993750000E+007, -1.19621330536E-001, +0.00000000000E+000
+7.16612500000E+007, -1.19475170335E-001, +0.00000000000E+000
+7.17231250000E+007, -1.17732278284E-001, +0.00000000000E+000
+7.17850000000E+007, -1.17012552065E-001, +0.00000000000E+000
+7.18468750000E+007, -1.16296045967E-001, +0.00000000000E+000
+7.19087500000E+007, -1.17808727052E-001, +0.00000000000E+000
+7.19706250000E+007, -1.17751012735E-001, +0.00000000000E+000
+7.20325000000E+007, -1.16788399804E-001, +0.00000000000E+000
+7.20943750000E+007, -1.15613177312E-001, +0.00000000000E+000
+7.21562500000E+007, -1.15039040442E-001, +0.00000000000E+000
+7.22181250000E+007, -1.17807247095E-001, +0.00000000000E+000
+7.22800000000E+007, -1.16091559184E-001, +0.00000000000E+000
+7.23418750000E+007, -1.15396152170E-001, +0.00000000000E+000
+7.24037500000E+007, -1.14711343234E-001, +0.00000000000E+000
+7.24656250000E+007, -1.13199492994E-001, +0.00000000000E+000
+7.25275000000E+007, -1.13845186396E-001, +0.00000000000E+000
+7.25893750000E+007, -1.15681877842E-001, +0.00000000000E+000
+7.26512500000E+007, -1.14216554259E-001, +0.00000000000E+000
+7.27131250000E+007, -1.12669576687E-001, +0.00000000000E+000
+7.27750000000E+007, -1.11972962010E-001, +0.00000000000E+000
+7.28368750000E+007, -1.13158826979E-001, +0.00000000000E+000
+7.28987500000E+007, -1.13440407457E-001, +0.00000000000E+000
+7.29606250000E+007, -1.13016427925E-001, +0.00000000000E+000
+7.30225000000E+007, -1.11918392140E-001, +0.00000000000E+000
+7.30843750000E+007, -1.09280757916E-001, +0.00000000000E+000
+7.31462500000E+007, -1.10604926696E-001, +0.00000000000E+000
+7.32081250000E+007, -1.11229455126E-001, +0.00000000000E+000
+7.32700000000E+007, -1.11244414103E-001, +0.00000000000E+000
+7.33318750000E+007, -1.10961596761E-001, +0.00000000000E+000
+7.33937500000E+007, -1.09191545147E-001, +0.00000000000E+000
+7.34556250000E+007, -1.08451169907E-001, +0.00000000000E+000
+7.35175000000E+007, -1.10756295650E-001, +0.00000000000E+000
+7.35793750000E+007, -1.10091141542E-001, +0.00000000000E+000
+7.36412500000E+007, -1.09142984129E-001, +0.00000000000E+000
+7.37031250000E+007, -1.08726791821E-001, +0.00000000000E+000
+7.37650000000E+007, -1.08318150986E-001, +0.00000000000E+000
+7.38268750000E+007, -1.08631117841E-001, +0.00000000000E+000
+7.38887500000E+007, -1.09605758888E-001, +0.00000000000E+000
+7.39506250000E+007, -1.10019239495E-001, +0.00000000000E+000
+7.40125000000E+007, -1.07693615620E-001, +0.00000000000E+000
+7.40743750000E+007, -1.06541061902E-001, +0.00000000000E+000
+7.41362500000E+007, -1.07563225771E-001, +0.00000000000E+000
+7.41981250000E+007, -1.08413947358E-001, +0.00000000000E+000
+7.42600000000E+007, -1.07907708911E-001, +0.00000000000E+000
+7.43218750000E+007, -1.07660156881E-001, +0.00000000000E+000
+7.43837500000E+007, -1.07302712792E-001, +0.00000000000E+000
+7.44456250000E+007, -1.04931555036E-001, +0.00000000000E+000
+7.45075000000E+007, -1.07784288546E-001, +0.00000000000E+000
+7.45693750000E+007, -1.07449830755E-001, +0.00000000000E+000
+7.46312500000E+007, -1.06047310802E-001, +0.00000000000E+000
+7.46931250000E+007, -1.04657021429E-001, +0.00000000000E+000
+7.47550000000E+007, -1.04538486155E-001, +0.00000000000E+000
+7.48168750000E+007, -1.05206693110E-001, +0.00000000000E+000
+7.48787500000E+007, -1.05922804884E-001, +0.00000000000E+000
+7.49406250000E+007, -1.04481093745E-001, +0.00000000000E+000
+7.50025000000E+007, -1.04458171068E-001, +0.00000000000E+000
+7.50643750000E+007, -1.02460284439E-001, +0.00000000000E+000
+7.51262500000E+007, -1.04847807079E-001, +0.00000000000E+000
+7.51881250000E+007, -1.05906678103E-001, +0.00000000000E+000
+7.52500000000E+007, -1.05249035186E-001, +0.00000000000E+000
+7.53118750000E+007, -1.02693888128E-001, +0.00000000000E+000
+7.53737500000E+007, -1.03070793947E-001, +0.00000000000E+000
+7.54356250000E+007, -1.02557812216E-001, +0.00000000000E+000
+7.54975000000E+007, -1.04463170867E-001, +0.00000000000E+000
+7.55593750000E+007, -1.02464829835E-001, +0.00000000000E+000
+7.56212500000E+007, -1.02456092405E-001, +0.00000000000E+000
+7.56831250000E+007, -1.00884423003E-001, +0.00000000000E+000
+7.57450000000E+007, -9.91864266539E-002, +0.00000000000E+000
+7.58068750000E+007, -1.02871437112E-001, +0.00000000000E+000
+7.58687500000E+007, -1.01972749086E-001, +0.00000000000E+000
+7.59306250000E+007, -9.96177867381E-002, +0.00000000000E+000
+7.59925000000E+007, -9.81127540678E-002, +0.00000000000E+000
+7.60543750000E+007, -9.77621988094E-002, +0.00000000000E+000
+7.61162500000E+007, -9.95672812507E-002, +0.00000000000E+000
+7.61781250000E+007, -1.00434547411E-001, +0.00000000000E+000
+7.62400000000E+007, -9.86292371399E-002, +0.00000000000E+000
+7.63018750000E+007, -9.72649777168E-002, +0.00000000000E+000
+7.63637500000E+007, -9.72051960587E-002, +0.00000000000E+000
+7.64256250000E+007, -9.72107462331E-002, +0.00000000000E+000
+7.64875000000E+007, -9.83113927689E-002, +0.00000000000E+000
+7.65493750000E+007, -9.77514165094E-002, +0.00000000000E+000
+7.66112500000E+007, -9.69225732636E-002, +0.00000000000E+000
+7.66731250000E+007, -9.55261048412E-002, +0.00000000000E+000
+7.67350000000E+007, -9.48763485407E-002, +0.00000000000E+000
+7.67968750000E+007, -9.80845655077E-002, +0.00000000000E+000
+7.68587500000E+007, -9.72095988297E-002, +0.00000000000E+000
+7.69206250000E+007, -9.53344313112E-002, +0.00000000000E+000
+7.69825000000E+007, -9.41382693767E-002, +0.00000000000E+000
+7.70443750000E+007, -9.33514625631E-002, +0.00000000000E+000
+7.71062500000E+007, -9.60272113119E-002, +0.00000000000E+000
+7.71681250000E+007, -9.56579021467E-002, +0.00000000000E+000
+7.72300000000E+007, -9.51819387936E-002, +0.00000000000E+000
+7.72918750000E+007, -9.41514742200E-002, +0.00000000000E+000
+7.73537500000E+007, -9.35432562134E-002, +0.00000000000E+000
+7.74156250000E+007, -9.52141453968E-002, +0.00000000000E+000
+7.74775000000E+007, -9.66626956675E-002, +0.00000000000E+000
+7.75393750000E+007, -9.56200100459E-002, +0.00000000000E+000
+7.76012500000E+007, -9.47009358611E-002, +0.00000000000E+000
+7.76631250000E+007, -9.36387675277E-002, +0.00000000000E+000
+7.77250000000E+007, -9.53421438273E-002, +0.00000000000E+000
+7.77868750000E+007, -9.62822045197E-002, +0.00000000000E+000
+7.78487500000E+007, -9.49112330950E-002, +0.00000000000E+000
+7.79106250000E+007, -9.26899932287E-002, +0.00000000000E+000
+7.79725000000E+007, -9.33982655269E-002, +0.00000000000E+000
+7.80343750000E+007, -9.19469866079E-002, +0.00000000000E+000
+7.80962500000E+007, -9.54971514024E-002, +0.00000000000E+000
+7.81581250000E+007, -9.54993284687E-002, +0.00000000000E+000
+7.82200000000E+007, -9.44416707281E-002, +0.00000000000E+000
+7.82818750000E+007, -9.33050734442E-002, +0.00000000000E+000
+7.83437500000E+007, -9.24551262811E-002, +0.00000000000E+000
+7.84056250000E+007, -9.48403790269E-002, +0.00000000000E+000
+7.84675000000E+007, -9.51776335068E-002, +0.00000000000E+000
+7.85293750000E+007, -9.38221432497E-002, +0.00000000000E+000
+7.85912500000E+007, -9.30666584306E-002, +0.00000000000E+000
+7.86531250000E+007, -9.19367907260E-002, +0.00000000000E+000
+7.87150000000E+007, -9.32233389861E-002, +0.00000000000E+000
+7.87768750000E+007, -9.57785763311E-002, +0.00000000000E+000
+7.88387500000E+007, -9.47524736248E-002, +0.00000000000E+000
+7.89006250000E+007, -9.31622766223E-002, +0.00000000000E+000
+7.89625000000E+007, -9.26938416767E-002, +0.00000000000E+000
+7.90243750000E+007, -9.30048908049E-002, +0.00000000000E+000
+7.90862500000E+007, -9.47120271995E-002, +0.00000000000E+000
+7.91481250000E+007, -9.28774486518E-002, +0.00000000000E+000
+7.92100000000E+007, -9.16468203228E-002, +0.00000000000E+000
+7.92718750000E+007, -9.15128453763E-002, +0.00000000000E+000
