freq	mag(K)
6.16999999999999990E7	7.54359906790023160E-2
6.17999999999999970E7	7.52643347544355200E-2
6.18999999999999950E7	7.50940066194910120E-2
6.20000000000000020E7	7.49249909123004800E-2
6.21000000000000000E7	7.47572725070092310E-2
6.22000000000000060E7	7.45908365092621840E-2
6.22999999999999950E7	7.44256682517914390E-2
6.24000000000000020E7	7.42617532901056880E-2
6.25000000000000000E7	7.40990773982764850E-2
6.25999999999999980E7	7.39376265648204440E-2
6.27000000000000050E7	7.37773869886739140E-2
6.27999999999999940E7	7.36183450752576630E-2
6.29000000000000000E7	7.34604874326305430E-2
6.29999999999999980E7	7.33038008677274620E-2
6.31000000000000050E7	7.31482723826819030E-2
6.32000000000000030E7	7.29938891712293800E-2
6.33000000000000010E7	7.28406386151898650E-2
6.33999999999999990E7	7.26885082810279300E-2
6.34999999999999960E7	7.25374859164876630E-2
6.36000000000000030E7	7.23875594473010690E-2
6.37000000000000010E7	7.22387169739682110E-2
6.37999999999999990E7	7.20909467686062650E-2
6.38999999999999970E7	7.19442372718673970E-2
6.40000000000000040E7	7.17985770899220020E-2
6.40999999999999930E7	7.16539549915071830E-2
6.41999999999999990E7	7.15103599050376640E-2
6.42999999999999970E7	7.13677809157783470E-2
6.44000000000000040E7	7.12262072630767040E-2
6.45000000000000020E7	7.10856283376534840E-2
6.45999999999999910E7	7.09460336789504890E-2
6.47000000000000060E7	7.08074129725336920E-2
6.47999999999999950E7	7.06697560475510490E-2
6.49000000000000020E7	7.05330528742425060E-2
6.50000000000000000E7	7.03972935615024300E-2
6.50999999999999980E7	7.02624683544916100E-2
6.52000000000000050E7	7.01285676322989990E-2
6.52999999999999940E7	6.99955819056513830E-2
6.54000000000000090E7	6.98635018146695950E-2
6.54999999999999980E7	6.97323181266705650E-2
6.55999999999999960E7	6.96020217340143790E-2
6.57000000000000030E7	6.94726036519942980E-2
6.58000000000000010E7	6.93440550167699230E-2
6.59000000000000070E7	6.92163670833414990E-2
6.59999999999999960E7	6.90895312235652700E-2
6.60999999999999940E7	6.89635389242078030E-2
6.62000000000000010E7	6.88383817850398480E-2
6.62999999999999990E7	6.87140515169673890E-2
6.64000000000000060E7	6.85905399401998570E-2
6.65000000000000040E7	6.84678389824548360E-2
6.65999999999999930E7	6.83459406771971520E-2
6.66999999999999990E7	6.82248371619135430E-2
6.67999999999999970E7	6.81045206764201440E-2
6.69000000000000040E7	6.79849835612030340E-2
6.70000000000000020E7	6.78662182557917500E-2
6.70999999999999910E7	6.77482172971631250E-2
6.72000000000000060E7	6.76309733181764900E-2
6.72999999999999950E7	6.75144790460390090E-2
6.74000000000000020E7	6.73987273008000990E-2
6.75000000000000000E7	6.72837109938747520E-2
6.75999999999999980E7	6.71694231265950050E-2
6.77000000000000050E7	6.70558567887886260E-2
6.77999999999999940E7	6.69430051573848320E-2
6.79000000000000090E7	6.68308614950467560E-2
6.79999999999999980E7	6.67194191488282850E-2
6.80999999999999960E7	6.66086715488576790E-2
6.82000000000000030E7	6.64986122070446850E-2
6.83000000000000010E7	6.63892347158120440E-2
6.84000000000000070E7	6.62805327468505200E-2
6.84999999999999960E7	6.61725000498969430E-2
6.85999999999999940E7	6.60651304515348240E-2
6.87000000000000010E7	6.59584178540170020E-2
6.87999999999999990E7	6.58523562341098940E-2
6.89000000000000060E7	6.57469396419586620E-2
6.90000000000000040E7	6.56421621999735550E-2
6.90999999999999930E7	6.55380181017356730E-2
6.91999999999999990E7	6.54345016109235460E-2
6.92999999999999970E7	6.53316070602580810E-2
6.94000000000000040E7	6.52293288504672830E-2
6.95000000000000020E7	6.51276614492691760E-2
6.95999999999999910E7	6.50265993903729900E-2
6.97000000000000060E7	6.49261372724980030E-2
6.97999999999999950E7	6.48262697584103260E-2
6.99000000000000020E7	6.47269915739761450E-2
7.00000000000000000E7	6.46282975072321620E-2
7.00999999999999980E7	6.45301824074721960E-2
7.02000000000000050E7	6.44326411843498730E-2
7.02999999999999940E7	6.43356688069972020E-2
7.04000000000000090E7	6.42392603031581630E-2
7.04999999999999980E7	6.41434107583379730E-2
7.05999999999999960E7	6.40481153149665610E-2
7.07000000000000030E7	6.39533691715768350E-2
7.08000000000000010E7	6.38591675819971630E-2
7.09000000000000070E7	6.37655058545575580E-2
7.09999999999999960E7	6.36723793513098710E-2
7.10999999999999940E7	6.35797834872607300E-2
7.12000000000000010E7	6.34877137296182070E-2
7.12999999999999990E7	6.33961655970510310E-2
7.14000000000000060E7	6.33051346589602830E-2
7.15000000000000040E7	6.32146165347636120E-2
7.15999999999999930E7	6.31246068931914190E-2
7.16999999999999990E7	6.30351014515948990E-2
7.17999999999999970E7	6.29460959752658410E-2
7.19000000000000040E7	6.28575862767677230E-2
7.20000000000000020E7	6.27695682152778020E-2
7.20999999999999910E7	6.26820376959403450E-2
7.22000000000000060E7	6.25949906692307860E-2
7.22999999999999950E7	6.25084231303298930E-2
7.24000000000000020E7	6.24223311185088470E-2
7.25000000000000000E7	6.23367107165238910E-2
7.25999999999999980E7	6.22515580500215650E-2
7.27000000000000050E7	6.21668692869529420E-2
7.27999999999999940E7	6.20826406369980790E-2
7.29000000000000090E7	6.19988683509994230E-2
7.29999999999999980E7	6.19155487204046560E-2
7.30999999999999960E7	6.18326780767184300E-2
7.32000000000000030E7	6.17502527909630140E-2
7.33000000000000010E7	6.16682692731477020E-2
7.34000000000000070E7	6.15867239717465330E-2
7.34999999999999960E7	6.15056133731847070E-2
7.35999999999999940E7	6.14249340013328560E-2
7.37000000000000010E7	6.13446824170096770E-2
7.37999999999999990E7	6.12648552174922400E-2
7.39000000000000060E7	6.11854490360342760E-2
7.40000000000000040E7	6.11064605413918650E-2
7.40999999999999930E7	6.10278864373567840E-2
7.41999999999999990E7	6.09497234622971180E-2
7.42999999999999970E7	6.08719683887051670E-2
7.44000000000000040E7	6.07946180227521720E-2
7.45000000000000020E7	6.07176692038502890E-2
7.45999999999999910E7	6.06411188042213480E-2
7.47000000000000060E7	6.05649637284720300E-2
7.47999999999999950E7	6.04892009131760130E-2
7.49000000000000020E7	6.04138273264622510E-2
7.50000000000000000E7	6.03388399676098430E-2
7.50999999999999980E7	6.02642358666488140E-2
7.52000000000000050E7	6.01900120839675520E-2
7.52999999999999940E7	6.01161657099256090E-2
7.54000000000000090E7	6.00426938644728820E-2
7.54999999999999980E7	5.99695936967743130E-2
7.55999999999999960E7	5.98968623848405550E-2
7.57000000000000030E7	5.98244971351638540E-2
7.58000000000000010E7	5.97524951823598370E-2
7.59000000000000070E7	5.96808537888143140E-2
7.59999999999999960E7	5.96095702443358630E-2
7.60999999999999940E7	5.95386418658129470E-2
7.62000000000000010E7	5.94680659968768490E-2
7.62999999999999990E7	5.93978400075691400E-2
7.64000000000000060E7	5.93279612940145280E-2
7.65000000000000040E7	5.92584272780979400E-2
7.65999999999999930E7	5.91892354071470980E-2
7.66999999999999990E7	5.91203831536192140E-2
7.67999999999999970E7	5.90518680147927450E-2
7.69000000000000040E7	5.89836875124631990E-2
7.70000000000000020E7	5.89158391926438970E-2
7.70999999999999910E7	5.88483206252706650E-2
7.72000000000000060E7	5.87811294039113190E-2
7.72999999999999950E7	5.87142631454787890E-2
7.74000000000000020E7	5.86477194899488730E-2
7.75000000000000000E7	5.85814961000819780E-2
7.75999999999999980E7	5.85155906611487180E-2
7.77000000000000050E7	5.84500008806596490E-2
7.77999999999999940E7	5.83847244880987490E-2
7.79000000000000090E7	5.83197592346608400E-2
7.79999999999999980E7	5.82551028929927290E-2
7.80999999999999960E7	5.81907532569379530E-2
7.82000000000000030E7	5.81267081412852170E-2
7.83000000000000010E7	5.80629653815206930E-2
7.84000000000000070E7	5.79995228335831480E-2
7.84999999999999960E7	5.79363783736232120E-2
7.85999999999999940E7	5.78735298977657210E-2
7.87000000000000010E7	5.78109753218755800E-2
7.87999999999999990E7	5.77487125813264330E-2
7.89000000000000060E7	5.76867396307733400E-2
7.90000000000000040E7	5.76250544439279720E-2
7.90999999999999930E7	5.75636550133373690E-2
7.91999999999999990E7	5.75025393501654140E-2
7.92999999999999970E7	5.74417054839776320E-2
7.94000000000000040E7	5.73811514625289120E-2
7.95000000000000020E7	5.73208753515539820E-2
7.95999999999999910E7	5.72608752345609600E-2
7.97000000000000060E7	5.72011492126277330E-2
7.97999999999999950E7	5.71416954042009890E-2
7.99000000000000020E7	5.70825119448982400E-2
8.00000000000000000E7	5.70235969873122080E-2
8.00999999999999980E7	5.69649487008181850E-2
8.01999999999999960E7	5.69065652713838240E-2
8.02999999999999940E7	5.68484449013817980E-2
8.04000000000000090E7	5.67905858094044460E-2
8.05000000000000070E7	5.67329862300814720E-2
8.05999999999999870E7	5.66756444138998820E-2
8.07000000000000030E7	5.66185586270263210E-2
8.08000000000000010E7	5.65617271511315600E-2
8.08999999999999990E7	5.65051482832180780E-2
8.09999999999999960E7	5.64488203354490900E-2
8.10999999999999940E7	5.63927416349803230E-2
8.12000000000000100E7	5.63369105237939040E-2
8.12999999999999900E7	5.62813253585344510E-2
8.14000000000000060E7	5.62259845103474550E-2
8.15000000000000040E7	5.61708863647196030E-2
8.16000000000000010E7	5.61160293213212750E-2
8.16999999999999990E7	5.60614117938511920E-2
8.17999999999999970E7	5.60070322098830340E-2
8.19000000000000130E7	5.59528890107140950E-2
8.19999999999999930E7	5.58989806512157730E-2
8.20999999999999910E7	5.58453055996863230E-2
8.22000000000000060E7	5.57918623377051400E-2
8.23000000000000040E7	5.57386493599893030E-2
8.24000000000000020E7	5.56856651742516550E-2
8.25000000000000000E7	5.56329083010608990E-2
8.25999999999999980E7	5.55803772737035380E-2
8.26999999999999960E7	5.55280706380474330E-2
8.27999999999999940E7	5.54759869524071640E-2
8.29000000000000090E7	5.54241247874112550E-2
8.30000000000000070E7	5.53724827258709600E-2
8.30999999999999870E7	5.53210593626506060E-2
8.32000000000000030E7	5.52698533045398400E-2
8.33000000000000010E7	5.52188631701275410E-2
8.33999999999999990E7	5.51680875896768620E-2
8.34999999999999960E7	5.51175252050024160E-2
8.35999999999999940E7	5.50671746693486060E-2
8.37000000000000100E7	5.50170346472697780E-2
8.37999999999999900E7	5.49671038145117130E-2
8.39000000000000060E7	5.49173808578945000E-2
8.40000000000000040E7	5.48678644751972660E-2
8.41000000000000010E7	5.48185533750439100E-2
8.41999999999999990E7	5.47694462767904340E-2
8.42999999999999970E7	5.47205419104138540E-2
8.44000000000000130E7	5.46718390164021790E-2
8.44999999999999930E7	5.46233363456460010E-2
8.45999999999999910E7	5.45750326593311550E-2
8.47000000000000060E7	5.45269267288331070E-2
8.48000000000000040E7	5.44790173356122050E-2
8.49000000000000020E7	5.44313032711105200E-2
8.50000000000000000E7	5.43837833366498910E-2
8.50999999999999980E7	5.43364563433310010E-2
8.51999999999999960E7	5.42893211119340440E-2
8.52999999999999940E7	5.42423764728203660E-2
8.54000000000000090E7	5.41956212658353210E-2
8.55000000000000070E7	5.41490543402123860E-2
8.55999999999999870E7	5.41026745544782980E-2
8.57000000000000030E7	5.40564807763596100E-2
8.58000000000000010E7	5.40104718826900410E-2
8.58999999999999990E7	5.39646467593191300E-2
8.59999999999999960E7	5.39190043010220240E-2
8.60999999999999940E7	5.38735434114102050E-2
8.62000000000000100E7	5.38282630028433930E-2
8.62999999999999900E7	5.37831619963424150E-2
8.64000000000000060E7	5.37382393215033010E-2
8.65000000000000040E7	5.36934939164121250E-2
8.66000000000000010E7	5.36489247275610380E-2
8.66999999999999990E7	5.36045307097652570E-2
8.67999999999999970E7	5.35603108260811920E-2
8.69000000000000130E7	5.35162640477249510E-2
8.69999999999999930E7	5.34723893539928600E-2
8.70999999999999910E7	5.34286857321816910E-2
8.72000000000000060E7	5.33851521775108570E-2
8.73000000000000040E7	5.33417876930448460E-2
8.74000000000000020E7	5.32985912896169540E-2
8.75000000000000000E7	5.32555619857536480E-2
8.75999999999999980E7	5.32126988075999650E-2
8.76999999999999960E7	5.31700007888458170E-2
8.77999999999999940E7	5.31274669706528610E-2
8.79000000000000090E7	5.30850964015826850E-2
8.80000000000000070E7	5.30428881375253790E-2
8.80999999999999870E7	5.30008412416291110E-2
8.82000000000000030E7	5.29589547842306270E-2
8.83000000000000010E7	5.29172278427863850E-2
8.83999999999999990E7	5.28756595018044710E-2
8.84999999999999960E7	5.28342488527774280E-2
8.85999999999999940E7	5.27929949941157610E-2
8.87000000000000100E7	5.27518970310821620E-2
8.87999999999999900E7	5.27109540757267240E-2
8.89000000000000060E7	5.26701652468223620E-2
8.90000000000000040E7	5.26295296698016650E-2
8.91000000000000010E7	5.25890464766939210E-2
8.91999999999999990E7	5.25487148060630020E-2
8.92999999999999970E7	5.25085338029462090E-2
8.94000000000000130E7	5.24685026187932560E-2
8.94999999999999930E7	5.24286204114065320E-2
8.95999999999999910E7	5.23888863448816800E-2
8.97000000000000060E7	5.23492995895488630E-2
8.98000000000000040E7	5.23098593219148000E-2
8.99000000000000020E7	5.22705647246054990E-2
9.00000000000000000E7	5.22314149863093040E-2
9.00999999999999980E7	5.21924093017209500E-2
9.01999999999999960E7	5.21535468714861490E-2
9.02999999999999940E7	5.21148269021464650E-2
9.04000000000000090E7	5.20762486060853470E-2
9.05000000000000070E7	5.20378112014742820E-2
9.05999999999999870E7	5.19995139122197880E-2
9.07000000000000030E7	5.19613559679108940E-2
9.08000000000000010E7	5.19233366037672720E-2
9.08999999999999990E7	5.18854550605878730E-2
9.09999999999999960E7	5.18477105847001240E-2
9.10999999999999940E7	5.18101024279097630E-2
9.12000000000000100E7	5.17726298474510660E-2
9.12999999999999900E7	5.17352921059377020E-2
9.14000000000000060E7	5.16980884713142960E-2
9.15000000000000040E7	5.16610182168080280E-2
9.16000000000000010E7	5.16240806208814900E-2
9.16999999999999990E7	5.15872749671851590E-2
9.17999999999999970E7	5.15506005445111980E-2
9.19000000000000130E7	5.15140566467473620E-2
9.19999999999999930E7	5.14776425728312950E-2
9.20999999999999910E7	5.14413576267055730E-2
9.22000000000000060E7	5.14052011172731400E-2
9.23000000000000040E7	5.13691723583531350E-2
9.24000000000000020E7	5.13332706686373010E-2
9.25000000000000000E7	5.12974953716468370E-2
9.25999999999999980E7	5.12618457956895850E-2
9.26999999999999960E7	5.12263212738178630E-2
9.27999999999999940E7	5.11909211437866410E-2
9.29000000000000090E7	5.11556447480121170E-2
9.30000000000000070E7	5.11204914335308040E-2
9.30999999999999870E7	5.10854605519590340E-2
9.32000000000000030E7	5.10505514594527910E-2
9.33000000000000010E7	5.10157635166683310E-2
9.33999999999999990E7	5.09810960887225750E-2
9.34999999999999960E7	5.09465485451543820E-2
9.35999999999999940E7	5.09121202598863400E-2
9.37000000000000100E7	5.08778106111864140E-2
9.37999999999999900E7	5.08436189816305270E-2
9.39000000000000060E7	5.08095447580652680E-2
9.40000000000000040E7	5.07755873315709390E-2
9.41000000000000010E7	5.07417460974251980E-2
9.41999999999999990E7	5.07080204550668960E-2
9.42999999999999970E7	5.06744098080603680E-2
9.44000000000000130E7	5.06409135640600190E-2
9.44999999999999930E7	5.06075311347754740E-2
9.45999999999999910E7	5.05742619359366600E-2
9.47000000000000060E7	5.05411053872598610E-2
9.48000000000000040E7	5.05080609124135190E-2
9.49000000000000020E7	5.04751279389847520E-2
9.50000000000000000E7	5.04423058984461110E-2
9.50999999999999980E7	5.04095942261225890E-2
9.51999999999999960E7	5.03769923611592670E-2
9.52999999999999940E7	5.03444997464886690E-2
9.54000000000000090E7	5.03121158287993090E-2
9.55000000000000070E7	5.02798400585036730E-2
9.55999999999999870E7	5.02476718897073220E-2
9.57000000000000030E7	5.02156107801776220E-2
9.58000000000000010E7	5.01836561913131800E-2
9.58999999999999990E7	5.01518075881136300E-2
9.59999999999999960E7	5.01200644391494170E-2
9.60999999999999940E7	5.00884262165321470E-2
9.62000000000000100E7	5.00568923958850750E-2
9.62999999999999900E7	5.00254624563141090E-2
9.64000000000000060E7	4.99941358803787410E-2
9.65000000000000040E7	4.99629121540635880E-2
9.66000000000000010E7	4.99317907667500550E-2
9.66999999999999990E7	4.99007712111884060E-2
9.67999999999999970E7	4.98698529834699580E-2
9.69000000000000130E7	4.98390355829995980E-2
9.69999999999999930E7	4.98083185124686700E-2
9.70999999999999910E7	4.97777012778279370E-2
9.72000000000000060E7	4.97471833882611310E-2
9.73000000000000040E7	4.97167643561582300E-2
9.74000000000000020E7	4.96864436970895800E-2
9.75000000000000000E7	4.96562209297800460E-2
9.75999999999999980E7	4.96260955760830760E-2
9.76999999999999960E7	4.95960671609556150E-2
9.77999999999999940E7	4.95661352124328850E-2
9.79000000000000090E7	4.95362992616033980E-2
9.80000000000000070E7	4.95065588425843740E-2
9.80999999999999870E7	4.94769134924974540E-2
9.82000000000000030E7	4.94473627514442170E-2
9.83000000000000010E7	4.94179061624825520E-2
9.83999999999999990E7	4.93885432716027320E-2
9.84999999999999960E7	4.93592736277040790E-2
9.85999999999999940E7	4.93300967825715910E-2
9.87000000000000100E7	4.93010122908529350E-2
9.87999999999999900E7	4.92720197100356750E-2
9.89000000000000060E7	4.92431186004245710E-2
9.90000000000000040E7	4.92143085251194010E-2
9.91000000000000010E7	4.91855890499924620E-2
9.91999999999999990E7	4.91569597436669350E-2
9.92999999999999970E7	4.91284201774949740E-2
9.94000000000000130E7	4.90999699255362020E-2
9.94999999999999930E7	4.90716085645363180E-2
9.95999999999999910E7	4.90433356739059080E-2
9.97000000000000060E7	4.90151508356997740E-2
9.98000000000000040E7	4.89870536345958740E-2
9.99000000000000020E7	4.89590436578749700E-2
1.00000000000000000E8	4.89311204954001240E-2


