freq	mag(K)
6.04000000000000000E7	2.76781390850503910E-1
6.04999999999999980E7	2.76146668843966480E-1
6.06000000000000050E7	2.75516806942755330E-1
6.07000000000000030E7	2.74891749977644030E-1
6.08000000000000010E7	2.74271443600147660E-1
6.08999999999999990E7	2.73655834267524160E-1
6.09999999999999960E7	2.73044869228100410E-1
6.11000000000000030E7	2.72438496506911410E-1
6.12000000000000010E7	2.71836664891648020E-1
6.12999999999999990E7	2.71239323918903040E-1
6.13999999999999970E7	2.70646423860710160E-1
6.15000000000000040E7	2.70057915711367700E-1
6.16000000000000010E7	2.69473751174541580E-1
